"Date" "0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23"
"1671" "14-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1672" "13-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1673" "12-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1674" "11-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1675" "10-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1676" "09-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1677" "08-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1678" "07-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1679" "06-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1680" "05-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1681" "04-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1682" "03-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1683" "02-JUL-2018" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1684" "01-JUL-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1685" "30-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1686" "29-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1687" "28-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1688" "27-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1689" "26-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1690" "25-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1691" "24-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1692" "23-JUN-2018" 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1693" "22-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1694" "21-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1695" "20-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1696" "19-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1697" "18-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1698" "17-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 5 28 0 3 0 0 0 0 0
"1699" "16-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0
"1700" "15-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1701" "14-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1702" "13-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1703" "12-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1704" "11-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1705" "10-JUN-2018" 0 0 1 1 0 0 0 0 0 0 0 0 4 2 0 1 4 3 2 3 2 1 0 0
"1706" "09-JUN-2018" 0 0 0 4 0 0 2 0 5 6 6 1 1 1 0 17 1 22 4 3 0 0 0 0
"1707" "08-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2 3 0 2 4 1 3 0
"1708" "07-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1709" "06-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1710" "05-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1711" "04-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1712" "03-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1713" "02-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1714" "01-JUN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1715" "31-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 5 0 0 0
"1716" "30-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1717" "29-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1718" "28-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1719" "27-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1720" "26-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1721" "25-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1722" "24-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1723" "23-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1724" "22-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1725" "21-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1726" "20-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1727" "19-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1728" "18-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1729" "17-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1730" "16-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1731" "15-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1732" "14-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1733" "13-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1734" "12-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1735" "11-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1736" "10-MAY-2018" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1737" "09-MAY-2018" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1738" "08-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0
"1739" "07-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1740" "06-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1741" "05-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1742" "04-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1743" "03-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1744" "02-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1745" "01-MAY-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1746" "30-APR-2018" 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1747" "29-APR-2018" 0 0 0 0 3 0 0 0 0 0 0 0 0 0 7 1 7 5 0 2 0 0 0 0
"1748" "28-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 1 1 0 10 3 1 0
"1749" "27-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0
"1750" "26-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1751" "25-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1752" "24-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1753" "23-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1754" "22-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1755" "21-APR-2018" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1756" "20-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1757" "19-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1758" "18-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1759" "17-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1760" "16-APR-2018" 3 6 7 6 0 1 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0
"1761" "15-APR-2018" 6 3 1 1 0 0 0 0 0 5 5 12 8 2 2 3 0 0 5 0 0 0 1 0
"1762" "14-APR-2018" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 3 1
"1763" "13-APR-2018" 1 1 0 0 0 1 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"1764" "12-APR-2018" 4 10 1 0 0 0 2 2 1 1 0 0 0 4 9 2 3 2 0 0 0 0 0 0
"1765" "11-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 3 3 3 2 0 0 0
"1766" "10-APR-2018" 0 0 0 0 1 4 7 4 3 1 0 0 6 0 2 0 0 0 0 0 0 0 0 0
"1767" "09-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1768" "08-APR-2018" 8 12 8 8 5 7 9 10 8 2 3 0 0 0 0 1 0 0 0 0 0 0 0 0
"1769" "07-APR-2018" 21 6 18 2 10 0 16 0 0 0 0 7 11 1 0 5 8 21 11 13 13 7 8 10
"1770" "06-APR-2018" 0 1 0 1 3 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1771" "05-APR-2018" 0 0 0 0 1 0 1 2 1 4 4 0 2 2 8 6 8 5 4 1 0 0 0 0
"1772" "04-APR-2018" 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1773" "03-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1774" "02-APR-2018" 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1775" "01-APR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 13 7 1 0 0 0 0
"1776" "31-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1777" "30-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1778" "29-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1779" "28-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1780" "27-MAR-2018" 0 0 0 0 0 0 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"1781" "26-MAR-2018" 0 0 0 0 0 0 1 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"1782" "25-MAR-2018" 2 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"1783" "24-MAR-2018" 3 3 1 1 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0
"1784" "23-MAR-2018" 2 8 8 6 2 11 5 0 0 0 0 0 0 0 0 4 2 1 4 5 4 4 3 0
"1785" "22-MAR-2018" 0 2 1 3 11 5 4 5 11 6 2 0 0 0 0 0 0 2 1 8 0 2 7 0
"1786" "21-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 1 3 1 1 1 1 1 1 1 1 4 0 0
"1787" "20-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1788" "19-MAR-2018" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"1789" "18-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 8 0 0 0 0 0
"1790" "17-MAR-2018" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"1791" "16-MAR-2018" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0
"1792" "15-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 9 13 1 0
"1793" "14-MAR-2018" 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0
"1794" "13-MAR-2018" 0 0 0 0 0 0 0 0 5 7 3 3 0 3 1 0 0 0 0 0 0 0 0 0
"1795" "12-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1796" "11-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1797" "10-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1798" "09-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1799" "08-MAR-2018" 0 0 0 0 0 0 0 0 1 1 1 6 1 0 0 0 1 7 12 3 0 0 4 1
"1800" "07-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1801" "06-MAR-2018" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1802" "05-MAR-2018" 3 1 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"1803" "04-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6
"1804" "03-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1805" "02-MAR-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1806" "01-MAR-2018" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0
"1807" "28-FEB-2018" 0 0 0 0 0 1 0 0 3 7 4 6 5 7 7 2 0 3 1 0 5 2 1 1
"1808" "27-FEB-2018" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1
"1809" "26-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1810" "25-FEB-2018" 0 0 0 0 0 1 1 3 3 0 2 2 9 3 2 7 2 0 2 5 0 0 0 0
"1811" "24-FEB-2018" 0 3 6 1 0 11 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"1812" "23-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1813" "22-FEB-2018" 0 0 0 0 0 0 0 0 0 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"1814" "21-FEB-2018" 0 0 0 0 0 0 0 0 0 5 11 7 0 0 0 0 0 0 0 0 0 0 0 0
"1815" "20-FEB-2018" 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 2 0 0 0 0 0 0 0 0
"1816" "19-FEB-2018" 0 0 0 0 0 0 0 0 0 1 15 1 0 0 0 0 0 0 0 0 0 0 0 0
"1817" "18-FEB-2018" 0 0 0 0 0 1 4 3 0 0 1 0 0 7 3 12 9 2 0 1 1 0 0 0
"1818" "17-FEB-2018" 0 0 0 0 2 0 1 2 1 1 0 10 1 0 0 4 7 1 0 0 0 0 0 0
"1819" "16-FEB-2018" 0 0 0 2 4 4 4 1 2 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0
"1820" "15-FEB-2018" 0 0 0 1 1 2 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1821" "14-FEB-2018" 0 4 6 5 3 1 0 6 3 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
"1822" "13-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1823" "12-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1824" "11-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1825" "10-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1826" "09-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"1827" "08-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1828" "07-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1829" "06-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1830" "05-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1831" "04-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1832" "03-FEB-2018" 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"1833" "02-FEB-2018" 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1834" "01-FEB-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 3 5 1 2 1 0 0
"1835" "31-JAN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1836" "30-JAN-2018" 3 7 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1837" "29-JAN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 6 11 18 4 2 0 0 0
"1838" "28-JAN-2018" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1839" "27-JAN-2018" 5 5 5 3 1 1 3 3 5 3 2 0 10 0 0 0 0 2 4 7 4 3 3 3
"1840" "26-JAN-2018" 5 0 2 3 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 10 9
"1841" "25-JAN-2018" 0 0 0 0 0 0 0 5 2 5 1 0 0 1 0 0 4 0 0 4 2 1 0 1
"1842" "24-JAN-2018" 1 0 4 3 1 5 5 8 7 4 2 2 0 0 1 4 3 1 0 0 0 0 0 0
"1843" "23-JAN-2018" 0 0 0 0 0 0 3 2 6 8 9 7 2 5 3 2 3 4 3 7 3 1 4 2
"1844" "22-JAN-2018" 0 0 0 0 0 6 2 1 0 0 0 0 0 0 1 6 0 0 0 0 0 0 0 0
"1845" "21-JAN-2018" 0 0 0 0 0 0 5 2 2 1 1 3 5 8 10 0 0 1 0 1 0 0 0 1
"1846" "20-JAN-2018" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1847" "19-JAN-2018" 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0
"1848" "18-JAN-2018" 1 0 0 1 5 0 0 0 0 6 0 1 8 1 7 1 0 0 0 0 0 0 2 0
"1849" "17-JAN-2018" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3 8 14 18 18 9 0 0
"1850" "16-JAN-2018" 12 4 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1851" "15-JAN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 4
"1852" "14-JAN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1853" "13-JAN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1854" "12-JAN-2018" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"1855" "11-JAN-2018" 0 1 0 7 9 5 4 1 10 2 3 9 6 0 0 30 25 0 0 0 1 0 1 0
"1856" "10-JAN-2018" 0 0 0 0 1 10 1 2 1 0 0 0 0 0 2 1 1 0 2 2 0 0 0 0
"1857" "09-JAN-2018" 6 9 12 8 9 6 7 2 1 6 7 2 1 0 0 4 0 0 1 0 0 0 0 0
"1858" "08-JAN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2
"1859" "07-JAN-2018" 0 0 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 1 0 0 0 1 0 0
"1860" "06-JAN-2018" 2 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"1861" "05-JAN-2018" 0 0 1 2 0 2 0 1 1 3 6 0 0 0 0 0 0 0 0 1 0 0 5 6
"1862" "04-JAN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"1863" "03-JAN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1864" "02-JAN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1865" "01-JAN-2018" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1866" "31-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1867" "30-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1868" "29-DEC-2017" 2 0 0 0 0 0 0 0 0 1 4 1 10 14 17 7 2 3 5 2 2 0 0 0
"1869" "28-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 12 17 17 16 8 4 6 5 2
"1870" "27-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 1 26 6 5 1 0 0 1 0 0 0 0
"1871" "26-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1872" "25-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0
"1873" "24-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1874" "23-DEC-2017" 9 6 6 3 2 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1875" "22-DEC-2017" 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 4 8 3 7 8 5 9 8 8
"1876" "21-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1877" "20-DEC-2017" 1 0 0 2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1878" "19-DEC-2017" 0 0 0 1 0 2 1 3 4 8 16 11 16 15 4 0 2 0 1 0 0 1 0 0
"1879" "18-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0
"1880" "17-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"1881" "16-DEC-2017" 0 0 0 4 3 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"1882" "15-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1883" "14-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1884" "13-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1885" "12-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1886" "11-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1887" "10-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1888" "09-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1889" "08-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1890" "07-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"1891" "06-DEC-2017" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
