"Date" "0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23"
"5539" "11-DEC-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5540" "10-DEC-2007" 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5541" "09-DEC-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"5542" "08-DEC-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5543" "07-DEC-2007" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5544" "06-DEC-2007" 8 5 2 0 4 7 3 8 7 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"5545" "05-DEC-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 1 0 0
"5546" "04-DEC-2007" 4 2 0 0 0 0 7 1 9 2 5 16 1 0 0 0 0 0 0 0 0 0 0 0
"5547" "03-DEC-2007" 20 15 11 11 6 9 13 13 10 13 4 3 7 12 12 16 4 0 0 0 1 1 1 0
"5548" "02-DEC-2007" 3 7 1 4 4 5 3 0 3 5 15 10 9 9 8 4 9 6 17 21 15 13 16 14
"5549" "01-DEC-2007" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 6 2 1 1 0 0 2
"5550" "30-NOV-2007" 0 1 2 0 0 0 0 0 0 0 0 0 4 2 2 0 0 1 0 0 0 0 0 0
"5551" "29-NOV-2007" 0 0 0 0 0 0 0 0 0 2 1 0 23 11 2 2 1 1 0 2 2 0 1 1
"5552" "28-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 4 6 2 2 10 10 6 2 2 0 1
"5553" "27-NOV-2007" 0 0 0 0 0 0 1 0 3 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
"5554" "26-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 17 11 6 0 1 0 0
"5555" "25-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5556" "24-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5557" "23-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5558" "22-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5559" "21-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5560" "20-NOV-2007" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5561" "19-NOV-2007" 0 0 0 0 0 0 0 6 3 0 0 0 1 2 12 0 0 0 0 0 1 1 0 2
"5562" "18-NOV-2007" 0 0 0 0 0 0 1 3 3 4 2 5 6 8 9 6 6 5 6 8 6 6 1 0
"5563" "17-NOV-2007" 1 2 10 16 17 10 5 4 12 3 12 12 7 0 0 0 0 0 0 0 0 0 0 0
"5564" "16-NOV-2007" 0 0 0 1 1 0 0 2 2 3 7 7 6 9 11 5 4 6 4 5 5 3 8 1
"5565" "15-NOV-2007" 2 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 3 5 0 0 2 0 0
"5566" "14-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 1 2
"5567" "13-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5568" "12-NOV-2007" 0 0 0 0 0 0 0 3 4 5 2 1 1 1 4 1 0 0 0 0 0 0 0 0
"5569" "11-NOV-2007" 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5570" "10-NOV-2007" 4 0 0 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5571" "09-NOV-2007" 0 0 0 7 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 5 6 7
"5572" "08-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5573" "07-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5574" "06-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5575" "05-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5576" "04-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5577" "03-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5578" "02-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5579" "01-NOV-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5580" "31-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5581" "30-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5582" "29-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5583" "28-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5584" "27-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5585" "26-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5586" "25-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5587" "24-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 5 7 8 1 0 0 0 0 0 1 0
"5588" "23-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5589" "22-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5590" "21-OCT-2007" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5591" "20-OCT-2007" 7 0 0 1 3 2 6 11 9 2 4 6 5 0 1 1 0 0 0 0 1 0 0 0
"5592" "19-OCT-2007" 4 0 2 0 0 0 0 0 0 0 1 0 4 3 0 0 1 3 8 0 0 0 7 10
"5593" "18-OCT-2007" 1 3 2 6 8 6 2 1 1 0 0 0 0 0 0 0 0 0 0 6 13 6 19 7
"5594" "17-OCT-2007" 4 2 2 0 0 0 0 0 0 0 1 0 0 0 3 5 0 0 0 0 0 0 0 0
"5595" "16-OCT-2007" 0 0 0 0 0 0 0 0 0 5 9 1 0 1 3 0 0 0 0 0 0 0 0 1
"5596" "15-OCT-2007" 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"5597" "14-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5598" "13-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5599" "12-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5600" "11-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"5601" "10-OCT-2007" 2 1 0 1 0 1 0 0 0 1 0 0 12 5 0 0 0 0 0 0 0 0 0 0
"5602" "09-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5603" "08-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5604" "07-OCT-2007" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 5 7 7 12 2 0 0
"5605" "06-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"5606" "05-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5607" "04-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0
"5608" "03-OCT-2007" 0 0 0 0 0 0 0 12 0 0 0 0 5 0 1 0 0 0 2 0 0 1 1 0
"5609" "02-OCT-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 2 5 12 0 0 0 0
"5610" "01-OCT-2007" 0 0 0 4 2 4 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1
"5611" "30-SEP-2007" 1 0 0 0 8 8 9 5 7 6 5 7 8 7 2 1 0 0 1 1 2 0 0 0
"5612" "29-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"5613" "28-SEP-2007" 14 8 6 11 18 7 1 0 0 0 0 0 11 16 1 1 0 0 0 0 0 0 0 0
"5614" "27-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 20
"5615" "26-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5616" "25-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5617" "24-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5618" "23-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5619" "22-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5620" "21-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5621" "20-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5622" "19-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5623" "18-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5624" "17-SEP-2007" 1 1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"5625" "16-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 3 1
"5626" "15-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5627" "14-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5628" "13-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5629" "12-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5630" "11-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5631" "10-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5632" "09-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5633" "08-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5634" "07-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5635" "06-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5636" "05-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5637" "04-SEP-2007" 0 0 23 14 10 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"5638" "03-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5639" "02-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5640" "01-SEP-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5641" "31-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5642" "30-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5643" "29-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5644" "28-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5645" "27-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5646" "26-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5647" "25-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5648" "24-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5649" "23-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5650" "22-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5651" "21-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5652" "20-AUG-2007" 0 0 0 0 0 1 4 3 4 0 4 1 4 3 0 0 1 0 0 0 0 0 0 0
"5653" "19-AUG-2007" 4 2 8 12 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"5654" "18-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5655" "17-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5656" "16-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5657" "15-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5658" "14-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5659" "13-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5660" "12-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5661" "11-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5662" "10-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5663" "09-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5664" "08-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5665" "07-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5666" "06-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5667" "05-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5668" "04-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5669" "03-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5670" "02-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5671" "01-AUG-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5672" "31-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5673" "30-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5674" "29-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5675" "28-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5676" "27-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5677" "26-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5678" "25-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5679" "24-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5680" "23-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5681" "22-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5682" "21-JUL-2007" 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5683" "20-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"5684" "19-JUL-2007" 0 0 1 0 0 0 0 0 0 0 0 9 0 8 0 0 0 0 0 0 0 0 0 0
"5685" "18-JUL-2007" 0 1 0 1 0 2 3 1 0 0 0 0 0 23 0 2 0 0 0 0 0 0 0 0
"5686" "17-JUL-2007" 0 1 0 0 0 0 1 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"5687" "16-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5688" "15-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5689" "14-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5690" "13-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5691" "12-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5692" "11-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5693" "10-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5694" "09-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5695" "08-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5696" "07-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5697" "06-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5698" "05-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5699" "04-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5700" "03-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5701" "02-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5702" "01-JUL-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5703" "30-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"5704" "29-JUN-2007" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5705" "28-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 10 3 0 1 0 0
"5706" "27-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5707" "26-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5708" "25-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5709" "24-JUN-2007" 0 0 0 0 0 1 0 0 1 1 0 0 8 0 2 0 1 0 0 0 0 0 0 0
"5710" "23-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0
"5711" "22-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5712" "21-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5713" "20-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5714" "19-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5715" "18-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5716" "17-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5717" "16-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0
"5718" "15-JUN-2007" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5719" "14-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5720" "13-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5721" "12-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5722" "11-JUN-2007" 0 0 0 0 0 0 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5723" "10-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5724" "09-JUN-2007" 0 0 0 0 0 0 0 0 0 3 3 2 8 8 7 7 5 0 1 0 0 0 0 0
"5725" "08-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5726" "07-JUN-2007" 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5727" "06-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 1 0 0 0 0 0 0 0
"5728" "05-JUN-2007" 0 0 0 0 0 0 1 0 9 12 10 0 25 5 0 0 1 0 0 0 0 0 0 0
"5729" "04-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5730" "03-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5731" "02-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5732" "01-JUN-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5733" "31-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5734" "30-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5735" "29-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5736" "28-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5737" "27-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5738" "26-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5739" "25-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5740" "24-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5741" "23-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"5742" "22-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5743" "21-MAY-2007" 0 0 0 0 2 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5744" "20-MAY-2007" 0 0 0 0 2 0 0 0 2 5 2 1 1 1 4 6 4 2 1 0 0 0 0 2
"5745" "19-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5746" "18-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0
"5747" "17-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5748" "16-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5749" "15-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5750" "14-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5751" "13-MAY-2007" 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5752" "12-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 5 2 2 1 1
"5753" "11-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5754" "10-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5755" "09-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5756" "08-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5757" "07-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5758" "06-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5759" "05-MAY-2007" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
